symbol,date,open,high,low,close,volume
,,MCD,MCD,MCD,MCD,MCD
MCD,2025-01-28,285.7353639146301,287.7777232739085,283.3900727254394,284.51385498046875,3180100
MCD,2025-01-29,284.7386001381401,286.4584941202102,283.390049613289,283.4975280761719,2358300
MCD,2025-01-30,284.27927679210643,285.4225922208349,282.7645881296684,283.7027282714844,2125200
MCD,2025-01-31,283.22390886791277,284.61155601375964,280.80045444698686,282.11968994140625,2556500
MCD,2025-02-03,280.47796752626476,284.269535797391,277.7124845902387,283.43890380859375,3048800
MCD,2025-02-04,283.1555008948096,284.01544779909153,281.7971688932756,283.1652526855469,2976900
MCD,2025-02-05,283.3900494918791,283.6538846641092,279.813468047239,282.2467041015625,2362900
MCD,2025-02-06,284.94378214391116,290.3770506131791,283.70274000466867,287.650634765625,3590000
MCD,2025-02-07,287.65064053276194,290.08390626140283,287.1229702203262,287.5920104980469,2858000
MCD,2025-02-10,295.3803508125697,303.2077884695559,294.6376937673537,301.39019775390625,8052000
MCD,2025-02-11,300.36413972839597,304.48795485819096,299.19150910872537,303.139404296875,4180400
MCD,2025-02-12,302.5237485983478,303.0221337421259,298.80059208445834,300.5888977050781,3110200
MCD,2025-02-13,300.4911236487614,304.42926628776644,298.66375150573253,302.95367431640625,3096800
MCD,2025-02-14,303.12962734300777,303.9113810245638,300.764773250015,301.5172119140625,2674400
MCD,2025-02-18,300.34459995384805,300.34459995384805,296.62144339020193,297.88201904296875,3367800
MCD,2025-02-19,296.40647297029415,296.86576151294355,292.6833162015384,295.05792236328125,2990700
MCD,2025-02-20,293.9732076223812,296.22080191324903,291.3542996728087,296.1426086425781,3020000
MCD,2025-02-21,296.99275857037054,298.9862393383221,294.71584960598824,297.8624572753906,3036700
MCD,2025-02-24,298.04811085112857,303.3641188861668,297.18816398928584,300.5595397949219,3397600
MCD,2025-02-25,302.13284923675496,304.6051817222404,300.9699705358754,303.63775634765625,3891600
