symbol,date,open,high,low,close,volume
,,NKE,NKE,NKE,NKE,NKE
NKE,2025-01-28,73.60101400528968,73.86481363657444,72.45786984591696,72.68258666992188,8694400
NKE,2025-01-29,72.74120995450352,75.34016083155677,72.61419641666605,74.82232666015625,11764800
NKE,2025-01-30,75.08612383750534,76.96205387190551,75.08612383750534,76.53215789794922,10902100
NKE,2025-01-31,76.31720622201402,77.0499920909073,74.9981931488628,75.13497924804688,13098000
NKE,2025-02-03,73.18088646480382,74.9298030349302,71.53944575600188,74.83209228515625,18539200
NKE,2025-02-04,75.77006559903332,76.3660653984265,74.29472122231547,74.95911407470703,11943700
NKE,2025-02-05,74.54875557007536,75.0275069398654,72.69236312354514,72.85845947265625,9807400
NKE,2025-02-06,73.51308195897461,73.66941320113759,69.98593844122456,70.09341430664062,16059400
NKE,2025-02-07,68.940500401502,69.18476238699971,67.04503246295307,67.10365295410156,27428700
NKE,2025-02-10,67.76803785239349,69.32154031870196,67.53354846119818,69.31177520751953,16201300
NKE,2025-02-11,68.95026736803803,70.33767354395282,68.89164688165063,69.70259094238281,9636600
NKE,2025-02-12,68.97958304818509,70.78712024567426,68.7157833843656,70.60148620605469,10810900
NKE,2025-02-13,70.78711982777938,71.91072644259641,69.98594082017043,71.52967834472656,9739600
NKE,2025-02-14,71.4905846956001,71.8130122539314,70.67963324438493,71.36357116699219,9254400
NKE,2025-02-18,72.79006863013865,75.89708125373069,72.79006863013865,75.80914306640625,28252400
NKE,2025-02-19,75.0568135203536,75.89707524509944,74.34356532914997,75.01773071289062,14184100
NKE,2025-02-20,75.14475009160651,75.49648044267495,74.58782568789717,75.45740509033203,10689600
NKE,2025-02-21,75.62350810419545,76.19996278068534,74.11885346052712,74.7441635131836,12823400
NKE,2025-02-24,77.06953232633202,79.22880719718084,76.94251878838219,78.4374008178711,24553500
NKE,2025-02-25,78.46671165443279,80.07884212257349,78.21268457661165,79.84435272216797,15522500
NKE,2025-02-26,80.21563116426844,80.54783132676579,78.98454872206946,79.30697631835938,16058100
NKE,2025-02-27,79.61962638548864,79.61962638548864,77.63622046319601,78.18336486816406,11651900
NKE,2025-02-28,77.43104179511595,78.18336535664747,76.38560089807247,77.6069107055664,14113800
NKE,2025-03-03,78.54962069237831,79.50215513408611,76.48743681936811,76.99807739257812,8628800
